wavelength(nm), voltage(V)
3015.642,  97.661
2160.866, 116.269
1321.585, 136.824
1910.546, 120.082
1538.998, 106.066
2144.581,  80.727
1268.842, 107.780
1514.978, 145.773
1268.178,  84.400
1771.533,  98.234
1410.252, 135.800
1240.547, 112.166
1387.707, 109.085
2172.494, 141.886
1488.215,  85.641
1692.860, 120.685
2175.934,  91.169
1957.982,  92.922
2493.116, 121.488
1715.419,  88.012
1950.636,  74.210
2011.862,  92.265
1840.702,  99.066
2204.858, 153.217
1198.316,  73.586
1696.449, 121.672
1318.708,  91.920
1331.248, 167.655
1288.247, 134.334
1314.427,  82.488
1547.679, 110.606
2024.687, 123.628
1241.026, 113.219
2008.920, 112.523
3399.261,  80.656
1438.927,  95.471
1392.611,  85.279
2738.470,  70.440
1582.683, 134.805
1266.495,  95.294
1546.553,  81.717
1831.002,  70.674
1348.385, 138.396
1330.873,  89.734
1559.019,  85.729
1966.752, 102.351
2729.988,  82.565
1230.444, 118.682
1879.793, 117.403
1791.907,  97.591
1477.663,  59.555
1536.391,  80.274
2158.949,  68.172
1321.112, 105.963
1711.006,  71.731
1635.075,  87.716
1319.581, 130.015
1740.178,  74.555
1590.854, 100.772
1883.967,  98.483
1560.683, 155.812
1231.159,  82.725
1363.326, 131.469
2159.279,  82.775
2148.858, 139.090
1560.646, 134.600
1222.347, 122.630
1924.532, 111.055
1652.282, 133.480
1835.672, 118.307
1991.846, 108.866
1429.267,  67.178
1252.063,  90.576
1757.930,  70.635
1237.042,  96.975
1292.986,  91.821
1914.571, 141.851
2063.394,  84.862
1247.639,  66.494
1390.304, 108.989
1788.741,  93.997
1769.467, 119.650
1296.089, 105.530
1826.199,  99.738
1704.335,  84.470
2060.092, 137.707
1897.668, 101.685
2053.358, 110.354
1520.667,  83.113
1976.177, 137.378
2394.863, 153.519
2063.129,  84.870
1783.897,  90.362
1487.276, 150.721
1245.872,  77.210
1867.800, 124.185
1414.566,  80.666
1970.242, 146.245
1769.563,  89.317
1793.050, 133.172
1859.943,  89.646
1231.169,  80.808
2119.064,  97.916
2001.094, 103.220
1503.569, 101.695
1214.195, 103.044
1281.367,  89.761
1490.975,  75.184
1994.142, 102.564
1331.144,  60.613
1969.698, 149.358
1902.959,  98.241
1296.607,  71.340
1246.198, 151.096
1212.245, 105.414
1415.798, 123.965
1349.014, 121.080
1336.481, 115.558
2178.795,  67.737
1766.748, 138.099
1326.092,  73.121
1212.217,  76.036
2119.231, 124.637
1599.278,  72.040
1570.761,  99.216
1451.395,  79.878
1551.506,  96.919
1560.956,  96.257
1521.364,  92.632
1597.855, 100.980
1858.681,  97.412
1275.257, 100.654
1636.779, 120.392
1489.395,  90.939
1841.341, 115.155
1455.921,  98.009
1429.149,  92.072
1591.233, 113.205
1270.248, 103.394
1276.552, 118.906
1836.638,  90.624
1640.303, 138.979
1688.904, 120.296
1363.949, 139.605
1561.831, 107.308
1274.373,  79.907
1705.712,  89.500
1798.093, 133.023
1521.128, 101.551
1628.225,  80.916
1811.598, 129.633
2020.327, 105.164
1532.224, 112.088
2148.996, 128.241
1274.710,  90.407
1353.186, 113.604
1343.399, 151.606
3259.176,  67.504
1667.751, 119.444
1299.146,  71.606
1681.434, 150.443
1725.954,  88.595
1383.122, 110.178
1222.404,  99.488
1483.536,  99.413
1861.269,  57.593
1693.203,  70.605
1563.575, 140.853
1214.411,  99.545
1490.589, 102.967
1618.019,  78.429
2096.520,  63.463
1436.542,  72.633
1449.308,  95.096
1565.105,  97.130
1383.481, 167.315
1611.394,  78.976
2171.754,  94.157
1249.682,  98.226
1576.867, 120.025
1283.604, 101.410
1898.592,  88.326
1709.463,  70.728
1397.499, 103.745
1963.302,  92.530
2187.719, 144.096
1796.919, 134.278
1670.869,  74.401
1340.554,  92.015
1293.695, 116.331
1902.725, 110.184
1481.105, 122.989
1928.124,  93.844
1795.295,  89.477
1784.517,  93.116
2129.868, 113.434
1454.355,  89.104
1864.978, 101.906
1763.227, 128.491
2151.565, 154.408
1580.968, 113.734
1331.848,  96.329
2325.437, 110.317
1539.633,  74.549
2119.781, 129.732
1534.407,  75.130
1763.738,  99.192
1244.074,  81.547
1553.125, 121.258
1359.548,  69.406
1617.461,  79.293
1250.488,  54.495
1859.075, 136.524
1805.441,  64.456
1751.740,  75.472
2018.971,  85.201
1278.389, 128.566
1455.604,  92.229
1392.421, 100.193
1212.834, 130.712
1566.879, 146.574
1343.260,  88.624
1659.342, 106.977
2090.482, 128.031
1335.260,  79.852
1567.890, 137.238
2654.140,  88.075
1410.620, 125.572
1890.671, 112.613
1490.463,  62.945
1638.120, 124.782
1473.308, 123.033
1285.095,  74.401
1283.936,  83.016
1480.478,  78.453
1451.990,  85.906
1597.218, 112.870
1867.476, 115.469
1277.117, 129.695
1866.621, 115.680
1243.354,  77.162
1765.274,  73.776
2139.376, 100.976
1516.574,  67.486
1850.281, 139.019
2029.267, 165.539
2679.843, 104.704
1286.809, 144.307
1359.772, 131.962
1407.772, 106.886
1266.602, 114.475
2452.680,  98.194
1862.652,  76.409
2071.531, 126.930
1810.750,  58.047
1734.640,  69.785
1215.814, 129.335
2285.174,  92.359
1376.560,  82.368
1384.403, 130.852
1956.369, 146.438
1356.875,  80.314
2029.186, 125.934
1299.094,  70.462
1279.097, 113.565
1948.379, 111.789
1240.803, 129.998
2131.005, 127.875
2056.917, 130.194
1766.613, 126.788
1843.150, 102.135
1450.029, 130.571
1207.248,  85.885
1335.591, 135.754
1881.438, 112.177
1334.425, 142.405
1679.331,  80.605
1585.621,  53.634
1322.462, 127.675
1436.120,  85.892
1274.334, 141.734
2386.471,  85.825
1268.875,  80.379
1971.662, 108.723
1804.478,  69.244
1278.372, 120.476
1223.281,  69.916
2184.113, 128.732
1435.005,  88.572
1403.769,  66.077
1609.167, 108.286
1661.139,  78.182
1844.930, 136.629
1322.057, 136.371
1869.170, 104.026
2182.241,  69.130
1557.489,  78.360
1611.289,  90.012
1545.113, 157.133
2139.710,  93.658
1866.213, 114.409
1718.721, 112.916
1636.641, 123.116
1377.011,  61.755
1842.024, 123.393
1929.088,  88.584
1218.154,  89.987
1443.667,  55.414
2087.136,  71.001
1860.025,  77.670
1240.589, 136.971
1967.822,  71.997
1280.075, 140.528
1351.771, 140.546
1380.489, 106.063
2298.282,  98.159
1377.732, 115.870
1520.802,  79.780
1465.598,  51.636
1963.881,  78.555
1569.703, 111.495
1203.030, 117.156
1529.663, 110.387
1434.962,  96.684
2055.118, 118.590
1829.664, 135.859
1951.206,  59.297
2179.130,  88.089
1731.480, 142.275
1831.451,  98.138
1772.819, 142.974
1727.485,  98.855
1428.104, 131.141
1627.147,  55.545
2151.953, 132.286
1692.548, 141.548
2020.793,  72.325
1263.239, 123.709
1396.706, 136.877
1933.581,  72.521
1561.379,  92.173
1272.491,  86.529
2895.120,  87.461
1279.921, 101.268
1660.615, 121.049
1345.464,  98.725
2147.865, 123.215
1225.861,  93.556
1239.501,  93.920
1348.500,  84.312
1861.817,  67.141
1711.941,  82.365
2133.935, 128.591
2355.375, 132.253
1508.947,  91.821
1454.571, 108.905
1257.580, 114.232
1494.019,  88.873
2197.354, 113.000
1722.826,  92.716
1747.327, 127.973
1570.202, 109.244
1721.429, 119.634
1926.139,  77.590
1255.092,  58.635
1274.311,  89.366
1742.151, 106.114
1391.097, 115.557
1271.607,  99.285
2163.374,  98.314
1255.098, 100.926
1279.370, 166.198
1910.456,  92.461
1939.029, 109.946
1554.131,  85.735
1487.074, 100.838
1600.993,  96.596
1964.248, 140.842
1712.907, 113.372
1251.247, 111.405
1861.308,  86.088
1698.484, 110.115
1237.228, 110.504
1955.164, 105.573
1866.445, 106.114
2524.045, 144.692
1496.553, 133.796
1410.855, 111.735
1410.303,  65.979
1775.789, 102.119
1277.382, 103.721
1836.515, 125.867
1351.046,  95.584
2087.357,  68.356
1990.851,  89.483
1505.139,  95.247
1253.372,  92.202
1491.436,  78.185
1348.417, 117.410
1248.725, 138.597
2180.045,  76.141
1363.446, 126.128
1708.519,  74.217
1253.818,  85.216
2002.046, 136.008
1264.585, 116.070
1985.211,  73.386
1236.074,  86.392
2156.554, 119.800
1449.617, 107.804
1343.799, 104.675
1390.702,  87.388
1732.818,  95.580
2198.078, 143.382
1643.266,  90.182
1863.604,  79.760
1884.560,  99.453
1404.844,  96.024
1485.268,  84.896
1695.806, 131.269
1995.802,  97.172
1490.225,  96.993
1727.265,  83.675
1645.973,  76.045
2167.906, 144.044
1277.689,  92.011
1960.385,  82.626
3391.350, 110.279
1371.410, 104.538
2194.026, 150.676
1720.774,  71.428
1224.808, 116.653
1537.615,  71.802
1276.160,  97.830
2086.379,  93.061
1660.193, 144.029
2019.014,  72.362
1529.981,  77.499
1628.021,  79.851
1435.729, 134.588
2112.497,  89.773
1987.666, 101.807
1511.378,  80.809
1488.178,  88.218
1537.108,  91.606
1731.789, 146.759
1866.458, 124.596
1281.606, 144.068
1643.765, 105.224
1281.355, 161.236
1357.610,  85.848
1209.641,  96.194
1498.230,  80.131
2184.008,  75.904
1466.594,  80.916
1287.538,  98.757
1862.913,  93.651
1283.579,  82.364
1276.602,  69.542
1503.150, 121.417
1356.678,  74.629
1642.274,  92.319
1622.177,  88.450
2152.157,  82.543
1586.415,  86.108
1367.249, 106.814
1318.553,  95.722
1498.677,  78.323
1487.261,  45.935
1662.137, 140.605
2058.795, 132.872
2045.829, 122.566
1565.634, 139.684
1302.526, 131.116
1789.461,  84.434
1314.119,  71.337
1448.657, 150.084
1942.226,  82.194
1235.741,  60.585
2094.048, 123.195
1525.520, 112.862
1277.818, 123.944
1711.607,  78.898
2012.488,  76.647
1856.887,  93.990
1213.574, 147.040
1275.846, 131.125
1634.319, 123.065
2126.709, 104.420
1374.178,  82.617
2046.083,  57.251
1764.240,  81.425
1686.305, 135.028
1313.163,  92.404
1962.052,  80.428
1520.287,  70.062
2059.722, 101.241
1225.764, 123.464
1501.458,  84.493
1553.664,  93.016
1882.416, 147.617
1268.514,  96.858
1474.937,  85.070
1275.549,  91.219
1248.719, 105.268
3220.132,  58.713
1217.802, 106.471
1457.648,  85.198
1325.578,  92.579
1248.962,  82.961
1405.209,  91.456
1442.795, 156.146
1231.938,  95.783
2058.490, 123.587
1356.688,  86.688
1983.224, 116.004
1298.230, 136.654
1597.006, 128.430
1295.774,  98.866
2030.492,  73.395
1955.713,  77.197
1367.592, 103.239
1651.825,  76.122
1620.819, 141.322
2154.082,  68.644
1220.839, 116.169
1996.120, 127.408
3134.964,  75.101
2062.096, 112.752
2130.327,  96.483
1648.013, 163.745
1787.705,  83.281
1362.219,  77.929
1380.425,  95.925
1953.244, 141.784
1384.522, 106.705
1977.379,  74.471
2117.592,  97.217
1537.618,  80.960
1246.532, 137.865
2184.224,  96.744
1316.604, 114.028
1595.990, 111.305
1906.749,  99.406
1292.212, 112.793
2117.233, 104.606
1215.546, 118.657
1242.188,  86.200
1433.064, 123.138
1347.215, 146.732
2192.238, 122.076
1676.002, 102.163
1535.298, 141.500
1475.116, 106.139
1466.009, 104.075
2812.126, 102.364
1436.956,  95.099
1475.187,  99.196
1655.911, 108.193
1579.087,  89.719
1495.009,  70.623
1404.252, 107.909
2036.295,  89.612
1275.104, 120.414
1982.558, 123.757
1589.153, 106.676
1411.932, 122.039
1607.704,  83.918
2036.520,  83.700
1499.237,  80.492
1272.303,  80.394
1302.776,  77.023
1685.710,  71.172
1498.326, 104.474
1793.033,  80.415
1658.689,  80.056
1650.901,  82.745
1239.576,  83.908
1388.217, 115.069
1711.170,  97.995
1668.070, 122.859
1273.376,  73.083
1939.081,  82.055
1824.805,  96.173
2039.410,  79.997
2239.247,  87.100
1219.392, 119.606
1711.191,  87.235
1516.730, 137.724
1268.459,  58.280
3749.177, 108.674
1944.662, 134.376
1202.651,  79.530
1825.264, 128.870
1251.920,  88.676
1230.967, 120.632
1536.287,  88.059
1948.057,  79.630
1688.906, 109.364
2158.703, 148.711
1715.066, 103.973
2147.285, 127.379
1287.844,  93.347
1343.306,  85.484
1982.535, 108.811
1789.744, 130.932
1244.048, 100.311
1483.108, 116.927
1529.265, 104.471
1848.452,  93.305
1321.053,  73.650
1404.353, 109.393
1280.079, 145.040
1280.156,  84.722
1594.837, 139.134
1480.886, 102.613
2158.759, 145.720
1757.600, 102.605
1876.870, 112.409
1255.934, 114.057
1344.219, 110.230
1275.452,  83.222
1973.985, 109.088
1460.798,  84.751
1385.105,  89.887
1286.638,  73.823
1673.354,  89.862
1463.388, 100.568
1726.916, 127.240
1398.745,  92.354
1931.258, 124.551
1472.510, 143.016
1465.794,  90.395
1430.941, 138.213
1479.670,  90.048
1206.949,  79.921
1712.453, 142.038
1422.245,  86.220
1456.093,  79.151
2087.309, 124.991
1323.893,  82.144
1219.332,  93.696
1481.425,  77.687
1251.690, 103.385
1522.234, 111.794
1893.228, 115.320
1240.172,  71.816
1385.739, 127.105
1207.542, 142.990
1381.394,  82.373
1584.087,  82.675
1207.137, 133.254
2118.577,  79.104
1202.948, 120.625
1248.570,  69.158
1821.141, 135.413
1578.019, 121.472
1847.047,  85.087
1551.704,  98.012
1755.039,  76.912
1954.162,  95.460
1815.796, 100.882
1395.668,  96.826
1700.998,  77.246
1963.230,  97.044
1269.723, 125.951
1677.646, 100.520
1432.486,  78.635
1274.892,  82.642
1202.440,  91.450
1626.529, 115.169
1302.522, 101.851
1251.667, 115.219
1223.383,  82.136
1473.388,  80.468
1720.329,  84.262
1361.283,  87.584
1397.844, 106.305
2097.605, 125.699
1277.796, 118.416
1236.321,  73.951
1496.128,  96.017
2306.343, 119.660
1215.316,  77.825
1473.233, 133.941
1286.397, 120.999
1696.483, 108.414
1977.422, 130.070
1870.077, 148.984
1541.926,  84.175
1944.577, 106.179
1861.145,  76.762
1257.973, 125.369
1230.090, 112.629
1509.018,  85.212
2849.324, 103.796
1751.479, 105.547
1307.648,  74.801
1863.416,  78.708
1825.101, 118.529
1971.888, 119.195
1855.992,  97.187
1469.545,  81.188
1679.334, 104.938
1263.780, 112.271
1286.430, 106.505
2197.256, 101.948
1338.723,  54.921
1498.229, 100.071
1215.386,  94.989
2196.228, 106.092
1411.258, 118.885
1430.516,  99.160
1433.733, 126.008
1422.451, 129.508
2171.841,  91.989
2026.498, 104.260
1806.480, 122.634
1462.902, 123.956
1541.339, 137.454
1383.472,  48.444
2002.450,  96.658
1932.543, 137.835
3787.805, 121.012
1287.641, 128.954
1381.775, 142.278
1395.222, 108.072
1361.142, 103.937
2127.932, 136.400
1626.777,  66.155
1436.312,  96.971
2185.635,  65.740
2028.244,  79.001
1205.152, 134.153
1361.821,  79.097
1486.077,  98.801
1977.232,  84.965
1349.827, 104.984
1248.838, 119.061
1244.523,  88.549
1294.087,  99.069
1646.065, 105.208
1683.395,  99.164
1341.460,  74.845
2129.403, 112.222
1516.210, 102.708
1353.706, 101.547
1284.992, 148.609
1552.980, 100.324
1323.949,  86.821
2185.008,  95.649
1813.090,  76.237
1560.448, 118.137
1439.882,  87.171
1730.483,  98.231
1240.050, 135.892
1575.868,  64.625
1278.673,  76.216
1470.201, 108.923
1434.987,  77.424
1742.455, 114.351
1768.282,  87.185
1547.615, 107.167
1558.969, 100.708
1371.532, 135.271
1396.544,  66.568
1281.128, 120.839
1641.432, 104.971
1934.351,  92.962
1713.881, 130.969
1867.157, 123.203
1832.471, 107.048
1825.971, 105.557
1614.635, 130.519
2083.631,  96.517
1569.479,  66.463
1875.686, 122.948
1763.132,  95.760
2027.580, 142.856
1244.190, 150.888
1939.879, 106.829
1760.975,  88.853
1373.635,  81.857
1534.486,  81.001
1800.173, 107.109
1681.581, 112.260
1506.660,  95.364
1699.674, 114.402
1206.542,  67.669
1204.866,  70.166
1418.487, 128.235
1421.983, 152.288
1267.752,  74.682
1678.852,  88.157
1415.120,  80.015
1933.584,  72.739
1519.789,  59.316
1629.986, 144.481
1732.260, 109.332
2061.031, 121.942
1474.160,  71.391
2162.933,  63.077
1955.433,  84.420
1750.761,  67.636
1425.064, 117.094
1308.702,  88.935
1537.074,  81.426
1524.225, 120.057
1257.343, 159.105
1732.276,  96.653
2057.144,  92.489
1722.825, 117.425
1206.113, 130.313
1531.296,  68.428
1495.518, 102.515
1754.136,  80.622
1627.073,  73.354
1319.310, 109.187
1865.798,  68.368
1664.020, 106.634
1426.521, 116.568
1475.597, 121.146
1866.309, 103.888
2127.577,  61.357
1533.120, 106.482
1584.412,  77.065
1660.205, 118.251
1220.705,  90.098
1545.097,  76.045
1308.729,  82.918
1452.672, 125.847
1998.037,  84.816
1459.342,  90.350
1727.019, 102.026
1596.624, 108.953
1864.421,  87.393
2289.716,  89.379
1960.897, 100.005
1725.222, 100.246
1257.649, 146.045
1544.043, 106.660
1569.646, 108.617
1936.008,  93.773
1537.677,  92.563
2246.855,  94.984
1743.135, 129.283
1514.293, 109.645
1277.589, 112.123
1759.110, 119.197
1992.534, 148.132
1617.560,  92.027
1263.452, 128.358
1586.853, 114.019
1667.933,  69.290
1277.825,  86.707
1851.049,  60.574
1500.286, 129.795
1882.606,  78.294
1511.684,  82.322
1259.343,  90.927
1779.813, 122.409
2113.903,  92.504
1862.361,  75.144
1555.155,  76.273
1867.741, 123.519
1301.041, 139.057
1662.789, 117.911
1259.864, 125.320
1536.170, 143.056
1235.959, 114.302
2185.576, 125.071
1990.587,  77.750
2106.727, 100.628
2008.358,  92.228
2193.339,  80.747
2131.867, 108.308
2373.296, 122.700
1547.794, 131.571
1503.840, 114.432
1700.543,  97.474
1232.028,  78.828
2040.336,  95.529
1892.739, 101.032
1203.789,  72.627
1428.041,  83.508
1691.066, 119.194
1731.337, 130.900
1285.508,  95.237
1331.771, 152.071
2038.590, 121.181
1333.440, 129.631
2120.148, 124.986
1980.516, 130.153
1481.039,  66.108
1246.574,  99.445
1394.472, 112.501
1539.946,  91.760
1475.351,  89.845
2021.473, 103.204
1452.194, 138.697
1645.396, 113.907
1522.855,  93.676
1785.610, 136.498
1437.856,  96.238
2119.473,  78.544
1736.577, 105.230
1365.348,  90.326
1485.869,  75.451
1280.591,  94.257
1476.176,  49.387
1335.767,  79.885
1399.626, 100.272
1305.072,  82.614
2154.026,  57.506
1460.936,  77.855
1896.206,  83.624
1445.070, 119.088
1414.156, 112.194
1289.222, 122.522
1427.311,  74.389
1285.289,  84.276
1884.061, 122.501
1695.389, 103.916
2194.942,  69.141
1945.305,  62.898
1279.946, 118.500
1867.615, 131.541
1640.347,  60.406
1251.009,  90.967
1562.088,  74.639
1220.844,  80.864
1266.438, 135.971
1316.684,  85.563
2089.914,  79.309
1217.501, 105.891
2108.734, 141.831
1323.646,  99.417
1751.413, 106.433
1808.469, 154.607
1276.492,  99.940
1613.576,  73.343
1913.974,  89.244
1865.396, 103.603
1650.571,  77.878
2105.801, 117.697
1837.908,  92.488
1407.902, 127.685
1286.529,  81.533
1235.961,  86.202
1285.010,  85.636
1936.497,  81.253
1925.072, 144.854
1251.793,  89.813
2126.103, 142.373
2100.957,  89.715
1381.793,  89.022
1442.894, 129.573
2056.471,  90.524
1351.515,  87.401
1222.597,  82.216
2045.853, 132.704
1593.868,  98.003
1336.806, 130.966
1471.826, 121.568
1674.530,  73.184
1518.971, 125.463
1570.610, 134.897
1945.229, 166.742
1847.038,  82.631
2178.697,  77.499
1222.856, 123.791
2305.193,  98.610
1372.082, 120.890
1213.718, 126.227
2194.407, 117.446
1501.894, 133.080
1228.272, 129.339
1269.568,  98.212
1282.510,  98.821
1415.366, 117.412
1830.986, 117.135
2020.958, 128.565
1930.001,  99.769
1342.719, 109.148
1523.089,  86.020
1498.029, 132.354
2140.919, 127.274
1817.165,  87.525
1386.444, 120.696
1230.148, 107.699
1898.114,  89.023
2008.364, 144.085
1923.447, 126.818
1318.888,  87.229
2061.082, 143.506
2160.218,  68.200
1497.407,  83.783
1699.938,  86.671
1275.115,  92.751
1664.246,  98.925
1388.158,  92.830
1726.154,  95.132
1312.710, 104.367
1797.646, 131.000
1630.535, 113.240
1232.456,  91.389
1438.811,  87.070
1590.510, 122.741
1349.664, 136.646
1416.161, 112.544
2146.815,  94.212
1926.393,  95.004
1689.333, 124.624
1224.354, 125.184
1334.803,  90.515
1269.360,  75.220
2887.456,  98.481
1933.184,  84.579
1486.918, 102.455
1211.096, 113.737
2022.703, 111.767
1710.109,  74.134
1351.477, 120.664
1272.434, 128.785
1855.654,  78.178
1768.167,  81.468
1214.024,  70.948
1758.127,  72.918
1477.135, 125.301
1548.199,  59.636
1865.595,  95.660
2515.150,  86.791
1376.239,  91.554
1592.712, 116.000
1278.233, 114.395
1214.385, 120.280
2052.453,  78.127
1971.753,  77.916
1386.090, 108.663
1543.348,  61.246
2196.956,  74.165
1242.060,  92.253
1924.998,  99.548
1383.840,  92.458
1889.149, 140.289
1960.291, 109.259
1935.522,  78.457
1358.911,  88.341
2191.335, 135.574
1225.178, 127.653
1324.396,  84.646
1612.032,  91.450
1833.170, 116.465
2134.492, 110.077
2118.791,  82.900
1238.775, 136.399
1658.272, 124.190
1869.134,  99.384
1711.452, 125.487
1352.571, 141.898
1269.169, 110.731
1681.397,  67.137
1845.131, 104.172
1411.562,  82.267
1512.124,  78.913
2135.780,  92.231
1402.976,  88.317
2002.348, 116.888
1414.951, 120.521
1788.463, 106.464
1898.630,  81.401
1353.566,  87.620
2152.698,  89.064
1867.797, 132.181
1979.431, 142.144
2154.007,  89.550
1919.994,  87.094
1217.665, 107.668
1991.743, 113.376
1332.123,  92.118
1607.268, 136.595
1738.473,  93.427
1199.398,  75.687
1863.581,  81.583
1827.539, 110.970
1338.555, 131.670
1323.785, 105.373
1315.370,  92.137
1493.222,  69.328
1882.430, 145.357
1835.958, 115.118
1371.152, 110.469
2101.438, 131.062
1445.988,  68.827
1383.482,  95.088
1882.431, 107.160
2107.640,  96.792
1693.665,  77.098
1440.596,  71.273
1207.528,  78.065
1535.233, 116.526
1759.379, 106.440
1280.371, 117.524
1846.650, 140.259
1732.042,  93.006
1404.066, 100.962
1707.422, 106.449
1228.972,  90.223
2108.814,  90.365
1754.701, 129.530
1277.904,  95.461
1276.997, 106.937
1860.491,  93.824
1861.182,  71.817
1572.679, 122.694
1320.477, 120.203
1416.040, 109.835
1408.592,  77.735
1565.374,  69.278
2293.516,  96.199
1248.243, 111.456
1331.767, 104.107
1498.814,  88.356
1688.455,  96.808
1396.350,  83.180
2162.883, 103.484
1972.885, 118.235
1309.807, 121.803
1961.438, 110.001
1805.195, 116.986
1892.033,  98.598
1807.350,  86.512
1387.773,  46.994
1410.739, 132.928
2193.654, 126.193
1462.031, 101.416
1333.546,  90.247
2065.887, 102.323
1357.746,  93.661
1553.082, 103.989
1203.057,  86.579
1511.768,  81.631
1378.024, 114.097
1414.766, 101.951
1210.918,  59.331
1533.281, 139.074
1651.333, 118.056
1863.693,  85.034
1762.246,  86.063
3959.356, 109.231
1867.329, 120.990
1725.417, 124.402
1519.774, 100.924
1865.904, 100.911
1750.563, 116.073
1470.436, 119.231
1672.565,  83.215
1525.817, 144.459
1910.538,  77.494
1455.921, 120.762
1285.916,  99.873
1941.403,  79.739
1548.642, 125.850
1206.697, 119.230
1865.305, 101.644
1354.319,  87.887
1670.713, 115.015
2023.509,  65.793
1276.200,  95.400
1212.030, 129.721
2152.451,  90.416
1267.362, 113.249
1807.043,  95.855
1325.136,  57.282
1807.959, 100.078
1234.479, 130.140
1234.477, 108.578
1707.426, 100.363
2029.492,  82.954
1304.711,  78.407
1477.851, 103.725
1956.062, 106.791
1460.152,  77.450
1399.576, 107.999
3033.477,  74.338
1302.008, 134.431
1279.542, 129.373
1490.442,  83.033
1246.523,  78.879
1453.593,  87.326
2353.481, 105.693
2159.636, 132.492
1242.372, 103.302
1266.241, 105.357
1229.561, 100.855
1555.436,  86.070
1265.370,  93.135
1390.918,  92.538
1236.376, 127.176
1255.036, 101.866
1204.464, 108.259
1496.422, 114.455
1867.894, 118.110
2113.626, 125.588
1209.726,  66.769
2031.623, 103.080
1274.484, 109.784
1431.981, 165.103
1645.716, 116.308
1259.267, 110.575
1606.215, 117.263
1351.540,  88.214
1603.513, 102.335
1432.219, 130.825
1988.223, 109.557
1829.242,  93.955
2289.302, 117.420
1657.812,  96.948
1725.022,  86.405
1337.546, 117.249
1237.432, 113.838
1606.825,  66.527
1378.175, 108.892
2204.980,  81.669
1711.674,  90.400
1512.460, 135.527
1344.326, 120.348
1777.630,  71.265
1749.225, 138.983
1530.039, 108.056
1368.813, 152.325
2145.431,  89.623
1304.632,  95.194
1300.411, 119.020
1830.651, 151.807
1457.691,  89.183
1798.974,  89.725
1362.310,  97.947
2137.317, 141.075
2153.496,  99.890
1721.459,  93.958
1282.120,  63.662
1505.445, 104.824
1306.155,  85.418
1336.344,  82.654
1399.671, 115.688
1420.438,  87.018
1318.030, 113.123
3377.854, 143.504
2291.590,  64.434
1926.113,  70.069
1252.485, 121.725
1823.790,  83.538
1706.640,  91.520
1396.502, 107.633
1730.105, 108.913
2133.055,  88.773
1678.893, 132.550
1293.454,  93.899
1397.618, 128.419
1743.234,  94.610
1540.539,  82.099
1956.376,  89.278
2011.878, 109.703
2152.210, 129.687
1220.305,  71.269
1523.176,  93.810
1382.951,  86.836
2129.659, 111.134
1785.187,  92.317
1240.432, 116.076
1942.908,  97.207
1937.790, 129.404
2089.105, 124.507
2101.969,  94.789
1370.421, 110.113
1254.649,  48.703
2024.533,  88.636
1866.362, 103.671
1679.689,  86.588
2136.456,  71.098
1204.718, 145.855
1866.835, 119.923
1622.752,  85.536
1239.546,  95.322
1224.060, 123.232
1440.191, 132.434
1654.077, 113.733
1380.244,  94.304
1593.278, 116.291
1738.202,  79.228
1475.968, 112.104
1284.511, 143.548
1544.295,  87.015
1284.600, 122.453
1677.887,  76.325
1290.314,  86.628
1323.583, 103.746
1839.098,  73.558
1871.560, 119.033
1653.440,  91.066
1774.610,  71.006
1223.491,  78.399
2114.756,  92.510
1924.551,  86.573
1856.269, 141.678
1511.788,  70.746
1830.371, 119.927
1230.794,  75.137
1234.560, 140.099
1283.856, 128.248
1235.143,  94.445
1871.009, 112.518
1707.514,  69.430
1263.985, 115.872
1316.192, 112.270
1999.506,  96.264
1512.207,  92.310
1378.247,  73.877
2184.691,  82.976
2016.837,  73.328
1874.339, 123.867
1211.060, 135.169
1489.112,  98.237
1209.833, 123.263
1640.347, 151.075
1750.321,  99.360
1462.612, 108.814
1793.897, 120.787
1627.089,  50.888
1233.361, 130.517
1359.625,  85.750
1697.579, 124.823
1276.213,  77.541
1633.672,  79.866
1376.263, 115.468
2165.789,  93.528
1803.602, 126.686
1589.223,  92.437
1505.106, 119.450
2024.942, 101.355
1385.504,  97.278
1633.897,  91.511
2075.985, 111.988
1828.358, 124.622
1460.162, 102.724
1556.895, 108.066
1373.686, 127.466
2047.582,  99.627
1899.607, 124.670
1425.120,  99.752
1490.429,  98.284
1522.889, 112.501
1269.069, 113.787
1781.415,  98.788
2143.412,  78.144
1643.817, 123.936
1382.645, 109.605
2186.319, 101.313
1241.618, 106.537
1287.176, 135.894
1790.913,  93.626
1308.118,  82.220
1506.517, 106.117
1688.749,  95.957
1654.214, 117.544
1474.509, 148.679
2081.572,  99.465
1739.713,  98.596
2451.017, 131.206
2963.413, 139.613
2088.088, 100.280
1727.251,  98.949
1332.715, 127.866
1828.735,  78.240
1724.176,  69.229
2597.573,  85.996
1258.287, 154.662
1379.434,  88.015
1569.430, 103.284
1417.817, 135.515
1458.346, 139.328
1665.542, 128.837
1363.500, 152.100
1864.745,  82.564
1515.825,  64.830
1424.851, 116.757
1933.327,  87.158
1414.000,  88.889
1983.674, 102.385
1461.302, 100.454
2348.934, 136.335
1310.891, 129.444
1885.831,  83.786
1718.526,  99.097
1843.744,  93.911
1733.394,  86.755
1529.582, 102.201
